Date,Adj Close
2018-01-03,9478.919921875
2018-01-04,9509.2802734375
2018-01-05,9556.98046875
2018-01-08,9541.73046875
2018-01-09,9611.6103515625
2018-01-10,9524.9599609375
2018-01-11,9503.849609375
2018-01-12,9546.6103515625
2018-01-15,9537.2802734375
2018-01-16,9464.0498046875
2018-01-17,9440.009765625
2018-01-18,9452.349609375
2018-01-19,9509.76953125
2018-01-22,9529.1298828125
2018-01-23,9551.580078125
2018-01-24,9547.5703125
2018-01-25,9482.9599609375
2018-01-26,9515.5595703125
2018-01-29,9457.26953125
2018-01-30,9433.33984375
2018-01-31,9335.400390625
2018-02-01,9290.919921875
2018-02-02,9220.6904296875
2018-02-05,9100.3896484375
2018-02-06,8836.7099609375
2018-02-07,8975.009765625
2018-02-08,8763.1103515625
2018-02-09,8682.0
2018-02-12,8822.1796875
2018-02-13,8752.6396484375
2018-02-14,8899.099609375
2018-02-15,8917.7998046875
2018-02-16,8986.7197265625
2018-02-19,8908.650390625
2018-02-20,8981.3896484375
2018-02-21,8988.990234375
2018-02-22,8967.4296875
2018-02-23,8948.1904296875
2018-02-26,9026.1103515625
2018-02-27,8992.51953125
2018-02-28,8906.3798828125
2018-03-01,8792.3798828125
2018-03-02,8628.509765625
2018-03-05,8808.3798828125
2018-03-06,8765.8798828125
2018-03-07,8784.83984375
2018-03-08,8896.419921875
2018-03-09,8931.849609375
2018-03-12,8970.740234375
2018-03-13,8880.919921875
2018-03-14,8869.330078125
2018-03-15,8878.98046875
2018-03-16,8882.5302734375
2018-03-19,8811.330078125
2018-03-20,8847.2900390625
2018-03-21,8783.7001953125
2018-03-22,8637.8701171875
2018-03-23,8569.080078125
2018-03-26,8509.2900390625
2018-03-27,8638.419921875
2018-03-28,8756.1201171875
2018-03-29,8740.9697265625
2018-04-03,8630.9296875
2018-04-04,8553.6904296875
2018-04-05,8742.599609375
2018-04-06,8671.0400390625
2018-04-09,8687.080078125
2018-04-10,8755.5703125
2018-04-11,8708.4404296875
2018-04-12,8774.759765625
2018-04-13,8776.169921875
2018-04-16,8726.5400390625
2018-04-17,8820.0400390625
2018-04-18,8831.8798828125
2018-04-19,8833.1796875
2018-04-20,8807.7998046875
2018-04-23,8806.6298828125
2018-04-24,8796.91015625
2018-04-25,8740.9599609375
2018-04-26,8835.0302734375
2018-04-27,8843.01953125
2018-04-30,8886.259765625
2018-05-02,8896.2802734375
2018-05-03,8842.2900390625
2018-05-04,8903.830078125
2018-05-07,8978.650390625
2018-05-08,8944.900390625
2018-05-09,8984.099609375
2018-05-11,8993.509765625
2018-05-14,9000.8896484375
2018-05-15,8994.2197265625
2018-05-16,8973.8798828125
2018-05-17,8988.330078125
2018-05-18,8940.4599609375
2018-05-22,8936.0703125
2018-05-23,8794.9404296875
2018-05-24,8770.9404296875
2018-05-25,8759.080078125
2018-05-28,8775.4501953125
2018-05-29,8637.2001953125
2018-05-30,8578.6796875
2018-05-31,8456.9501953125
2018-06-01,8618.5400390625
2018-06-04,8634.419921875
2018-06-05,8538.3095703125
2018-06-06,8544.990234375
2018-06-07,8548.330078125
2018-06-08,8512.0595703125
2018-06-11,8623.5400390625
2018-06-12,8640.7998046875
2018-06-13,8634.6103515625
2018-06-14,8690.830078125
2018-06-15,8642.599609375
2018-06-18,8519.5703125
2018-06-19,8463.41015625
2018-06-20,8557.509765625
2018-06-21,8459.9296875
2018-06-22,8616.5595703125
2018-06-25,8458.75
2018-06-26,8477.98046875
2018-06-27,8504.5
2018-06-28,8461.7099609375
2018-06-29,8609.2998046875
2018-07-02,8529.58984375
2018-07-03,8625.490234375
2018-07-04,8663.5302734375
2018-07-05,8674.0400390625
2018-07-06,8697.419921875
2018-07-09,8759.919921875
2018-07-10,8768.91015625
2018-07-11,8682.9296875
2018-07-12,8818.1904296875
2018-07-13,8861.0498046875
2018-07-16,8847.9599609375
2018-07-17,8824.669921875
2018-07-18,8938.1201171875
2018-07-19,8933.9697265625
2018-07-20,8991.33984375
2018-07-23,8959.7900390625
2018-07-24,9005.580078125
2018-07-25,9019.4599609375
2018-07-26,9139.4697265625
2018-07-27,9173.2001953125
2018-07-30,9163.3798828125
2018-07-31,9174.330078125
2018-08-02,9155.5703125
2018-08-03,9158.0
2018-08-06,9149.3603515625
2018-08-07,9201.2197265625
2018-08-08,9176.150390625
2018-08-09,9145.6796875
2018-08-10,9031.330078125
2018-08-13,9005.349609375
2018-08-14,9010.1904296875
2018-08-15,8926.23046875
2018-08-16,8997.7197265625
2018-08-17,9003.91015625
2018-08-20,9059.5302734375
2018-08-21,9082.8603515625
2018-08-22,9048.2001953125
2018-08-23,9049.7197265625
2018-08-24,9052.900390625
2018-08-27,9098.7001953125
2018-08-28,9084.259765625
2018-08-29,9083.83984375
2018-08-30,9042.0595703125
2018-08-31,8973.5595703125
2018-09-03,9003.4697265625
2018-09-04,8951.8896484375
2018-09-05,8868.8603515625
2018-09-06,8818.7197265625
2018-09-07,8843.1103515625
2018-09-10,8930.240234375
2018-09-11,8914.9404296875
2018-09-12,8960.1298828125
2018-09-13,8960.080078125
2018-09-14,8970.0
2018-09-17,8936.7099609375
2018-09-18,8915.8701171875
2018-09-19,8939.849609375
2018-09-20,9000.8095703125
2018-09-21,8995.3798828125
2018-09-24,8946.2197265625
2018-09-25,9021.6103515625
2018-09-26,9080.1396484375
2018-09-27,9112.2197265625
2018-09-28,9087.990234375
2018-10-01,9127.0498046875
2018-10-02,9087.3203125
2018-10-03,9175.2099609375
2018-10-04,9097.51953125
2018-10-05,9042.080078125
2018-10-08,8964.1396484375
2018-10-09,8964.1103515625
2018-10-10,8892.8798828125
2018-10-11,8639.1904296875
2018-10-12,8660.3798828125
2018-10-15,8653.16015625
2018-10-16,8794.9697265625
2018-10-17,8750.349609375
2018-10-18,8779.1796875
2018-10-19,8872.08984375
2018-10-22,8865.5595703125
2018-10-23,8767.150390625
2018-10-24,8724.6103515625
2018-10-25,8706.400390625
2018-10-26,8665.7998046875
2018-10-29,8759.6201171875
2018-10-30,8854.2802734375
2018-10-31,9022.16015625
2018-11-01,9017.25
2018-11-02,8992.2998046875
2018-11-05,9008.580078125
2018-11-06,8992.0703125
2018-11-07,9050.5302734375
2018-11-08,9094.900390625
2018-11-09,9074.0302734375
2018-11-12,8984.0498046875
2018-11-13,9015.4296875
2018-11-14,8931.2001953125
2018-11-15,8870.0302734375
2018-11-16,8907.3896484375
2018-11-19,8812.6103515625
2018-11-20,8769.4501953125
2018-11-21,8841.48046875
2018-11-22,8781.2900390625
2018-11-23,8845.900390625
2018-11-26,8931.3701171875
2018-11-27,8898.009765625
2018-11-28,8894.580078125
2018-11-29,9015.58984375
2018-11-30,9037.759765625
2018-12-03,9106.5595703125
2018-12-04,9085.0
2018-12-05,8939.9599609375
2018-12-06,8660.0302734375
2018-12-07,8741.0302734375
2018-12-10,8551.01953125
2018-12-11,8715.080078125
2018-12-12,8861.1396484375
2018-12-13,8814.7001953125
2018-12-14,8713.6796875
2018-12-17,8602.6103515625
2018-12-18,8528.26953125
2018-12-19,8540.16015625
2018-12-20,8414.48046875
2018-12-21,8417.2900390625
2018-12-27,8195.6396484375
2018-12-28,8429.2998046875
2019-01-03,8466.009765625
2019-01-04,8608.5595703125
2019-01-07,8535.9501953125
2019-01-08,8629.48046875
2019-01-09,8687.7099609375
2019-01-10,8801.48046875
2019-01-11,8828.2197265625
2019-01-14,8760.3203125
2019-01-15,8824.73046875
2019-01-16,8873.76953125
2019-01-17,8914.1396484375
2019-01-18,9023.9599609375
2019-01-21,9011.41015625
2019-01-22,8966.33984375
2019-01-23,8957.1904296875
2019-01-24,8937.3896484375
2019-01-25,8922.490234375
2019-01-28,8857.849609375
2019-01-29,8940.51953125
2019-01-30,8965.7099609375
2019-01-31,8969.26953125
2019-02-01,8996.3603515625
2019-02-04,9011.48046875
2019-02-05,9150.5595703125
2019-02-06,9143.0
2019-02-07,9035.900390625
2019-02-08,9003.41015625
2019-02-11,9068.6201171875
2019-02-12,9127.400390625
2019-02-13,9164.0595703125
2019-02-14,9142.7099609375
2019-02-15,9242.1201171875
2019-02-18,9267.4599609375
2019-02-19,9256.169921875
2019-02-20,9315.6298828125
2019-02-21,9333.5703125
2019-02-22,9348.9296875
2019-02-25,9398.3701171875
2019-02-26,9461.2099609375
2019-02-27,9412.1904296875
2019-02-28,9388.9404296875
2019-03-01,9412.01953125
2019-03-04,9394.0498046875
2019-03-05,9399.150390625
2019-03-06,9403.16015625
2019-03-07,9324.580078125
2019-03-08,9268.3603515625
2019-03-11,9341.349609375
2019-03-12,9331.6201171875
2019-03-13,9387.4296875
2019-03-14,9481.900390625
2019-03-15,9483.099609375
2019-03-18,9496.9296875
2019-03-19,9525.919921875
2019-03-20,9463.3203125
2019-03-21,9454.0498046875
2019-03-22,9319.419921875
2019-03-25,9305.5
2019-03-26,9389.2998046875
2019-03-27,9390.58984375
2019-03-28,9405.9296875
2019-03-29,9477.83984375
2019-04-01,9538.1103515625
2019-04-02,9536.5703125
2019-04-03,9570.08984375
2019-04-04,9563.7099609375
2019-04-05,9541.150390625
2019-04-08,9547.330078125
2019-04-09,9582.2197265625
2019-04-10,9556.3095703125
2019-04-11,9549.259765625
2019-04-12,9484.91015625
2019-04-15,9513.7099609375
2019-04-16,9579.849609375
2019-04-17,9596.599609375
2019-04-18,9571.2197265625
2019-04-23,9635.0703125
2019-04-24,9655.669921875
2019-04-25,9694.0595703125
2019-04-26,9724.26953125
2019-04-29,9740.48046875
2019-04-30,9769.740234375
2019-05-02,9746.0595703125
2019-05-03,9741.990234375
2019-05-06,9657.240234375
2019-05-07,9577.3798828125
2019-05-08,9621.9599609375
2019-05-09,9430.2998046875
2019-05-10,9472.830078125
2019-05-13,9363.1796875
2019-05-14,9404.080078125
2019-05-15,9480.759765625
2019-05-16,9660.58984375
2019-05-17,9659.080078125
2019-05-20,9582.080078125
2019-05-21,9624.16015625
2019-05-22,9645.0400390625
2019-05-23,9594.3095703125
2019-05-24,9666.8896484375
2019-05-27,9712.9599609375
2019-05-28,9680.8701171875
2019-05-29,9541.9697265625
2019-05-31,9523.98046875
2019-06-03,9602.73046875
2019-06-04,9597.7099609375
2019-06-05,9658.6201171875
2019-06-06,9682.2900390625
2019-06-07,9749.1298828125
2019-06-11,9835.8701171875
2019-06-12,9859.73046875
2019-06-13,9861.830078125
2019-06-14,9847.6103515625
2019-06-17,9851.5703125
2019-06-18,9988.5498046875
2019-06-19,9961.650390625
2019-06-20,9978.51953125
2019-06-21,9922.830078125
2019-06-24,9898.849609375
2019-06-25,9898.900390625
2019-06-26,9838.1298828125
2019-06-27,9859.759765625
2019-06-28,9898.240234375
2019-07-01,9970.0
2019-07-02,10020.9296875
2019-07-03,10066.5302734375
2019-07-04,10066.48046875
2019-07-05,9980.2197265625
2019-07-08,9994.099609375
2019-07-09,9961.33984375
2019-07-10,9937.5595703125
2019-07-11,9879.5302734375
2019-07-12,9762.98046875
2019-07-15,9808.580078125
2019-07-16,9850.51953125
2019-07-17,9942.009765625
2019-07-18,10010.150390625
2019-07-19,9937.0302734375
2019-07-22,9922.3701171875
2019-07-23,9965.150390625
2019-07-24,9907.6796875
2019-07-25,9877.0302734375
2019-07-26,9968.080078125
2019-07-29,9970.8701171875
2019-07-30,9890.900390625
2019-07-31,9919.26953125
2019-08-02,9803.6904296875
2019-08-05,9599.4296875
2019-08-06,9553.8798828125
2019-08-07,9533.98046875
2019-08-08,9751.5498046875
2019-08-09,9749.919921875
2019-08-12,9760.01953125
2019-08-13,9786.240234375
2019-08-14,9628.48046875
2019-08-15,9606.259765625
2019-08-16,9728.3896484375
2019-08-19,9825.58984375
2019-08-20,9770.3896484375
2019-08-21,9848.1103515625
2019-08-22,9805.5
2019-08-23,9744.98046875
2019-08-26,9715.830078125
2019-08-27,9786.080078125
2019-08-28,9758.1904296875
2019-08-29,9838.48046875
2019-08-30,9895.650390625
2019-09-02,9924.5400390625
2019-09-03,9852.7001953125
2019-09-04,9894.599609375
2019-09-05,9983.0703125
2019-09-06,10073.8203125
2019-09-09,10059.3701171875
2019-09-10,10020.48046875
2019-09-11,10098.58984375
2019-09-12,10094.08984375
2019-09-13,10047.33984375
2019-09-16,9969.1904296875
2019-09-17,10013.8203125
2019-09-18,10018.83984375
2019-09-19,10064.4599609375
2019-09-20,10056.830078125
2019-09-23,9997.3896484375
2019-09-24,9991.3095703125
2019-09-25,9914.8203125
2019-09-26,10010.7099609375
2019-09-27,10037.8095703125
2019-09-30,10078.3203125
2019-10-01,9952.5
2019-10-02,9757.2802734375
2019-10-03,9760.4404296875
2019-10-04,9827.7197265625
2019-10-07,9914.0595703125
2019-10-08,9800.240234375
2019-10-09,9830.0498046875
2019-10-10,9903.01953125
2019-10-11,10017.3896484375
2019-10-14,9964.240234375
2019-10-15,10048.75
2019-10-16,10032.490234375
2019-10-17,10008.9404296875
2019-10-18,9965.490234375
2019-10-21,9991.419921875
2019-10-22,10017.349609375
2019-10-23,10023.51953125
2019-10-24,10106.5302734375
2019-10-25,10197.08984375
2019-10-28,10231.7998046875
2019-10-29,10257.6904296875
2019-10-30,10254.9501953125
2019-10-31,10219.8203125
2019-11-01,10252.240234375
2019-11-04,10337.0703125
2019-11-05,10272.98046875
2019-11-06,10318.099609375
2019-11-07,10326.7802734375
2019-11-08,10309.23046875
2019-11-11,10305.26953125
2019-11-12,10314.16015625
2019-11-13,10299.2197265625
2019-11-14,10233.23046875
2019-11-15,10310.1201171875
2019-11-18,10347.1796875
2019-11-19,10366.01953125
2019-11-20,10385.740234375
2019-11-21,10338.349609375
2019-11-22,10369.4404296875
2019-11-25,10468.6201171875
2019-11-26,10506.9296875
2019-11-27,10529.259765625
2019-11-28,10529.1396484375
2019-11-29,10493.240234375
2019-12-02,10348.4404296875
2019-12-03,10232.9296875
2019-12-04,10334.5595703125
2019-12-05,10363.5
2019-12-06,10463.8798828125
2019-12-09,10434.8896484375
2019-12-10,10390.5302734375
2019-12-11,10405.3095703125
2019-12-12,10451.3603515625
2019-12-13,10429.26953125
2019-12-16,10541.669921875
2019-12-17,10538.8896484375
2019-12-18,10556.740234375
2019-12-19,10575.150390625
2019-12-20,10679.3701171875
2019-12-23,10724.33984375
2019-12-27,10730.150390625
2019-12-30,10616.9404296875
2020-01-03,10699.8203125
2020-01-06,10665.41015625
2020-01-07,10686.7998046875
2020-01-08,10652.16015625
2020-01-09,10650.9697265625
2020-01-10,10639.490234375
2020-01-13,10622.41015625
2020-01-14,10655.8203125
2020-01-15,10670.740234375
2020-01-16,10693.51953125
2020-01-17,10841.8203125
2020-01-20,10846.2900390625
2020-01-21,10884.509765625
2020-01-22,10895.0703125
2020-01-23,10813.9404296875
2020-01-24,10849.75
2020-01-27,10675.9599609375
2020-01-28,10781.98046875
2020-01-29,10859.8798828125
2020-01-30,10748.919921875
2020-01-31,10627.8798828125
2020-02-03,10664.9501953125
2020-02-04,10800.6396484375
2020-02-05,10994.150390625
2020-02-06,11012.3603515625
2020-02-07,11001.5302734375
2020-02-10,11039.7802734375
2020-02-11,11101.169921875
2020-02-12,11089.240234375
2020-02-13,11092.349609375
2020-02-14,11128.8095703125
2020-02-17,11168.4501953125
2020-02-18,11146.2802734375
2020-02-19,11263.009765625
2020-02-20,11154.5302734375
2020-02-21,11110.7802734375
2020-02-24,10712.83984375
2020-02-25,10478.509765625
2020-02-26,10512.150390625
2020-02-27,10205.4599609375
2020-02-28,9831.0302734375
2020-03-02,9950.830078125
2020-03-03,10087.400390625
2020-03-04,10251.3896484375
2020-03-05,10143.5703125
2020-03-06,9736.8203125
2020-03-09,9196.599609375
2020-03-10,9195.9296875
2020-03-11,9152.5
2020-03-12,8270.4404296875
2020-03-13,8367.5595703125
2020-03-16,8227.080078125
2020-03-17,8493.0400390625
2020-03-18,8338.740234375
2020-03-19,8782.240234375
2020-03-20,8623.8603515625
2020-03-23,8160.7900390625
2020-03-24,8733.3203125
2020-03-25,8989.16015625
